"T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
302.902,-0.048876,0.000403417,0,-1.09937,3.22219,0.01,-0.01
302.847,-0.049904,0.000397461,0,-1.09054,3.23711,0.01,-0.01
302.794,-0.050919,0.000391006,0,-1.08134,3.2521,0.01,-0.01
302.745,-0.0519197,0.000384025,0,-1.07174,3.26715,0.01,-0.01
302.698,-0.0529044,0.00037649,0,-1.06174,3.28228,0.01,-0.01
302.653,-0.0538714,0.000368373,0,-1.05133,3.29748,0.01,-0.01
302.611,-0.0548191,0.000359645,0,-1.0405,3.31274,0.01,-0.01
302.571,-0.0557454,0.000350278,0,-1.02925,3.32808,0.01,-0.01
302.532,-0.0566485,0.000340243,0,-1.01757,3.34349,0.01,-0.01
302.496,-0.0575263,0.00032951,0,-1.00544,3.35898,0.01,-0.01
302.461,-0.0583766,0.000318053,0,-0.992869,3.37453,0.01,-0.01
302.427,-0.0591972,0.000305842,0,-0.979843,3.39016,0.01,-0.01
302.395,-0.0599857,0.000292852,0,-0.966356,3.40586,0.01,-0.01
302.363,-0.0607396,0.000279055,0,-0.952405,3.42163,0.01,-0.01
302.333,-0.0614565,0.000264429,0,-0.937985,3.43748,0.01,-0.01
302.304,-0.0621337,0.000248951,0,-0.923091,3.4534,0.01,-0.01
302.276,-0.0627683,0.0002326,0,-0.907722,3.46939,0.01,-0.01
302.248,-0.0633577,0.000215359,0,-0.891874,3.48546,0.01,-0.01
302.221,-0.063899,0.000197212,0,-0.875549,3.50161,0.01,-0.01
302.195,-0.0643891,0.000178148,0,-0.858745,3.51783,0.01,-0.01
302.17,-0.0648251,0.000158159,0,-0.841465,3.53412,0.01,-0.01
302.145,-0.0652039,0.000137241,0,-0.823712,3.55049,0.01,-0.01
302.12,-0.0655224,0.000115393,0,-0.80549,3.56694,0.01,-0.01
302.096,-0.0657775,9.26219e-05,0,-0.786805,3.58347,0.01,-0.01
302.073,-0.065966,6.89365e-05,0,-0.767665,3.60007,0.01,-0.01
302.05,-0.0660849,4.43527e-05,0,-0.748079,3.61675,0.01,-0.01
302.027,-0.0661309,1.88919e-05,0,-0.728058,3.6335,0.01,-0.01
302.004,-0.0661011,-7.41836e-06,0,-0.707614,3.65034,0.01,-0.01
311.318,-0.0131892,0.00150044,0,-1.23387,2.67901,0.02,-0.01
310.907,-0.0150016,0.00153701,0,-1.23401,2.6914,0.02,-0.01
310.505,-0.0168622,0.00156527,0,-1.234,2.70384,0.02,-0.01
310.113,-0.0187621,0.00158661,0,-1.23384,2.71634,0.02,-0.01
309.731,-0.0206941,0.0016023,0,-1.23354,2.72889,0.02,-0.01
309.36,-0.0226523,0.00161343,0,-1.2331,2.74151,0.02,-0.01
309,-0.0246317,0.00162097,0,-1.23251,2.75419,0.02,-0.01
308.65,-0.0266284,0.00162574,0,-1.23178,2.76692,0.02,-0.01
308.312,-0.0286392,0.0016284,0,-1.2309,2.77972,0.02,-0.01
307.986,-0.0306619,0.00162951,0,-1.22988,2.79257,0.02,-0.01
307.671,-0.0326945,0.0016295,0,-1.22871,2.80548,0.02,-0.01
307.368,-0.0347357,0.00162871,0,-1.22739,2.81846,0.02,-0.01
307.076,-0.0367845,0.0016274,0,-1.22591,2.83149,0.02,-0.01
306.797,-0.0388403,0.00162573,0,-1.22428,2.84459,0.02,-0.01
306.529,-0.0409024,0.00162382,0,-1.22249,2.85774,0.02,-0.01
306.273,-0.0429704,0.00162175,0,-1.22054,2.87096,0.02,-0.01
306.029,-0.0450441,0.00161953,0,-1.21841,2.88424,0.02,-0.01
305.796,-0.0471231,0.00161718,0,-1.21612,2.89758,0.02,-0.01
305.575,-0.0492072,0.00161466,0,-1.21364,2.91098,0.02,-0.01
305.365,-0.0512959,0.00161195,0,-1.21097,2.92445,0.02,-0.01
305.165,-0.053389,0.00160898,0,-1.20811,2.93798,0.02,-0.01
304.976,-0.0554859,0.00160571,0,-1.20505,2.95157,0.02,-0.01
304.797,-0.0575863,0.00160208,0,-1.20178,2.96522,0.02,-0.01
304.629,-0.0596893,0.00159801,0,-1.1983,2.97894,0.02,-0.01
304.469,-0.0617945,0.00159346,0,-1.19459,2.99272,0.02,-0.01
304.319,-0.0639011,0.00158835,0,-1.19065,3.00657,0.02,-0.01
304.177,-0.0660081,0.00158263,0,-1.18648,3.02048,0.02,-0.01
304.044,-0.0681147,0.00157622,0,-1.18205,3.03446,0.02,-0.01
303.919,-0.0702198,0.00156908,0,-1.17738,3.0485,0.02,-0.01
303.802,-0.0723223,0.00156113,0,-1.17244,3.06261,0.02,-0.01
303.692,-0.0744209,0.00155232,0,-1.16722,3.07678,0.02,-0.01
303.588,-0.0765144,0.00154258,0,-1.16173,3.09102,0.02,-0.01
303.491,-0.0786013,0.00153185,0,-1.15594,3.10532,0.02,-0.01
303.4,-0.08068,0.00152006,0,-1.14986,3.1197,0.02,-0.01
303.314,-0.0827489,0.00150715,0,-1.14347,3.13414,0.02,-0.01
303.234,-0.0848062,0.00149304,0,-1.13676,3.14864,0.02,-0.01
303.159,-0.0868501,0.00147767,0,-1.12973,3.16322,0.02,-0.01
303.088,-0.0888785,0.00146095,0,-1.12236,3.17786,0.02,-0.01
303.022,-0.0908893,0.00144281,0,-1.11464,3.19257,0.02,-0.01
302.959,-0.0928802,0.00142317,0,-1.10658,3.20735,0.02,-0.01
302.901,-0.0948487,0.00140194,0,-1.09815,3.22219,0.02,-0.01
302.845,-0.0967923,0.00137904,0,-1.08935,3.23711,0.02,-0.01
302.793,-0.0987083,0.00135437,0,-1.08016,3.2521,0.02,-0.01
302.743,-0.100594,0.00132785,0,-1.07059,3.26715,0.02,-0.01
302.697,-0.102445,0.00129938,0,-1.06062,3.28228,0.02,-0.01
302.652,-0.10426,0.00126887,0,-1.05025,3.29748,0.02,-0.01
302.61,-0.106035,0.00123622,0,-1.03945,3.31274,0.02,-0.01
302.57,-0.107765,0.00120134,0,-1.02824,3.32808,0.02,-0.01
302.532,-0.109448,0.00116412,0,-1.01659,3.34349,0.02,-0.01
302.495,-0.11108,0.00112448,0,-1.0045,3.35898,0.02,-0.01
302.46,-0.112655,0.00108232,0,-0.991974,3.37453,0.02,-0.01
302.426,-0.114171,0.00103754,0,-0.978991,3.39016,0.02,-0.01
302.394,-0.115621,0.000990072,0,-0.965551,3.40586,0.02,-0.01
302.363,-0.117003,0.000939821,0,-0.951649,3.42163,0.02,-0.01
302.333,-0.11831,0.000886713,0,-0.937279,3.43748,0.02,-0.01
302.304,-0.119539,0.000830676,0,-0.922439,3.4534,0.02,-0.01
302.275,-0.120683,0.000771648,0,-0.907126,3.46939,0.02,-0.01
302.248,-0.121737,0.000709576,0,-0.891337,3.48546,0.02,-0.01
302.221,-0.122696,0.000644416,0,-0.875073,3.50161,0.02,-0.01
302.195,-0.123555,0.000576136,0,-0.858333,3.51783,0.02,-0.01
302.17,-0.124307,0.000504717,0,-0.841119,3.53412,0.02,-0.01
302.145,-0.124948,0.000430154,0,-0.823435,3.55049,0.02,-0.01
302.12,-0.12547,0.000352456,0,-0.805285,3.56694,0.02,-0.01
302.096,-0.12587,0.000271651,0,-0.786674,3.58347,0.02,-0.01
302.073,-0.126139,0.000187783,0,-0.76761,3.60007,0.02,-0.01
302.05,-0.126274,0.000100914,0,-0.748102,3.61675,0.02,-0.01
302.027,-0.126267,1.11271e-05,0,-0.728162,3.6335,0.02,-0.01
302.004,-0.126114,-8.14739e-05,0,-0.707801,3.65034,0.02,-0.01
311.302,-0.0198688,0.00326957,0,-1.23252,2.67901,0.03,-0.01
310.89,-0.0225074,0.00335072,0,-1.23261,2.6914,0.03,-0.01
310.489,-0.0252168,0.00341397,0,-1.23257,2.70384,0.03,-0.01
310.096,-0.0279847,0.00346219,0,-1.23239,2.71634,0.03,-0.01
309.715,-0.0308006,0.00349795,0,-1.23207,2.72889,0.03,-0.01
309.343,-0.0336557,0.00352359,0,-1.23161,2.74151,0.03,-0.01
308.983,-0.0365426,0.00354113,0,-1.23101,2.75419,0.03,-0.01
308.633,-0.0394554,0.00355229,0,-1.23027,2.76692,0.03,-0.01
308.295,-0.0423892,0.00355853,0,-1.22939,2.77972,0.03,-0.01
307.969,-0.0453403,0.00356104,0,-1.22837,2.79257,0.03,-0.01
307.654,-0.0483058,0.00356078,0,-1.2272,2.80548,0.03,-0.01
307.351,-0.0512833,0.0035585,0,-1.22588,2.81846,0.03,-0.01
307.06,-0.0542711,0.00355477,0,-1.22441,2.83149,0.03,-0.01
306.781,-0.0572679,0.00354999,0,-1.22278,2.84459,0.03,-0.01
306.514,-0.0602725,0.00354445,0,-1.22099,2.85774,0.03,-0.01
306.258,-0.0632842,0.00353833,0,-1.21904,2.87096,0.03,-0.01
306.015,-0.0663023,0.00353171,0,-1.21693,2.88424,0.03,-0.01
305.782,-0.069326,0.00352463,0,-1.21463,2.89758,0.03,-0.01
305.562,-0.0723549,0.00351705,0,-1.21216,2.91098,0.03,-0.01
305.352,-0.0753881,0.00350891,0,-1.2095,2.92445,0.03,-0.01
305.153,-0.0784251,0.00350013,0,-1.20665,2.93798,0.03,-0.01
304.964,-0.0814651,0.0034906,0,-1.2036,2.95157,0.03,-0.01
304.786,-0.0845073,0.00348019,0,-1.20034,2.96522,0.03,-0.01
304.618,-0.0875506,0.00346879,0,-1.19686,2.97894,0.03,-0.01
304.459,-0.0905939,0.00345627,0,-1.19317,2.99272,0.03,-0.01
304.309,-0.0936362,0.00344249,0,-1.18924,3.00657,0.03,-0.01
304.169,-0.096676,0.00342733,0,-1.18507,3.02048,0.03,-0.01
304.036,-0.0997119,0.00341066,0,-1.18066,3.03446,0.03,-0.01
303.912,-0.102742,0.00339234,0,-1.176,3.0485,0.03,-0.01
303.795,-0.105766,0.00337224,0,-1.17107,3.06261,0.03,-0.01
303.685,-0.10878,0.00335023,0,-1.16587,3.07678,0.03,-0.01
303.582,-0.111783,0.00332618,0,-1.16039,3.09102,0.03,-0.01
303.485,-0.114774,0.00329995,0,-1.15462,3.10532,0.03,-0.01
303.395,-0.117748,0.0032714,0,-1.14856,3.1197,0.03,-0.01
303.309,-0.120705,0.00324038,0,-1.14218,3.13414,0.03,-0.01
303.23,-0.123641,0.00320674,0,-1.13549,3.14864,0.03,-0.01
303.155,-0.126554,0.00317033,0,-1.12848,3.16322,0.03,-0.01
303.085,-0.129441,0.00313099,0,-1.12113,3.17786,0.03,-0.01
303.018,-0.132298,0.00308855,0,-1.11344,3.19257,0.03,-0.01
302.956,-0.135123,0.00304283,0,-1.1054,3.20735,0.03,-0.01
302.898,-0.137911,0.00299366,0,-1.097,3.22219,0.03,-0.01
302.843,-0.140659,0.00294085,0,-1.08822,3.23711,0.03,-0.01
302.791,-0.143362,0.00288423,0,-1.07907,3.2521,0.03,-0.01
302.742,-0.146017,0.00282359,0,-1.06953,3.26715,0.03,-0.01
302.695,-0.14862,0.00275873,0,-1.05959,3.28228,0.03,-0.01
302.651,-0.151164,0.00268947,0,-1.04925,3.29748,0.03,-0.01
302.609,-0.153647,0.0026156,0,-1.03849,3.31274,0.03,-0.01
302.569,-0.156061,0.00253692,0,-1.02731,3.32808,0.03,-0.01
302.531,-0.158402,0.00245324,0,-1.01571,3.34349,0.03,-0.01
302.494,-0.160665,0.00236435,0,-1.00366,3.35898,0.03,-0.01
302.459,-0.162842,0.00227007,0,-0.991176,3.37453,0.03,-0.01
302.426,-0.164929,0.00217021,0,-0.97824,3.39016,0.03,-0.01
302.394,-0.166918,0.00206459,0,-0.964848,3.40586,0.03,-0.01
302.363,-0.168803,0.00195306,0,-0.950996,3.42163,0.03,-0.01
302.333,-0.170577,0.00183546,0,-0.93668,3.43748,0.03,-0.01
302.304,-0.172233,0.00171164,0,-0.921895,3.4534,0.03,-0.01
302.275,-0.173764,0.00158149,0,-0.906639,3.46939,0.03,-0.01
302.248,-0.175161,0.00144491,0,-0.890911,3.48546,0.03,-0.01
302.221,-0.176418,0.00130182,0,-0.874709,3.50161,0.03,-0.01
302.195,-0.177527,0.00115217,0,-0.858034,3.51783,0.03,-0.01
302.17,-0.178479,0.00099592,0,-0.840888,3.53412,0.03,-0.01
302.145,-0.179267,0.000833088,0,-0.823273,3.55049,0.03,-0.01
302.121,-0.179883,0.000663708,0,-0.805194,3.56694,0.03,-0.01
302.097,-0.180318,0.00048785,0,-0.786657,3.58347,0.03,-0.01
302.073,-0.180565,0.000305626,0,-0.767669,3.60007,0.03,-0.01
302.05,-0.180615,0.000117185,0,-0.74824,3.61675,0.03,-0.01
302.027,-0.18046,-7.72819e-05,0,-0.728379,3.6335,0.03,-0.01
302.005,-0.180094,-0.00027754,0,-0.708101,3.65034,0.03,-0.01
311.28,-0.0265554,0.00569049,0,-1.2313,2.67901,0.04,-0.01
310.868,-0.0299737,0.00583295,0,-1.23136,2.6914,0.04,-0.01
310.466,-0.0334838,0.00594473,0,-1.23129,2.70384,0.04,-0.01
310.074,-0.0370702,0.0060305,0,-1.23108,2.71634,0.04,-0.01
309.692,-0.0407193,0.00609457,0,-1.23074,2.72889,0.04,-0.01
309.321,-0.0444197,0.00614079,0,-1.23027,2.74151,0.04,-0.01
308.961,-0.0481618,0.00617258,0,-1.22966,2.75419,0.04,-0.01
308.611,-0.0519376,0.00619286,0,-1.22892,2.76692,0.04,-0.01
308.273,-0.0557408,0.00620412,0,-1.22803,2.77972,0.04,-0.01
307.947,-0.059566,0.00620842,0,-1.227,2.79257,0.04,-0.01
307.633,-0.0634091,0.00620742,0,-1.22583,2.80548,0.04,-0.01
307.33,-0.0672668,0.00620245,0,-1.22452,2.81846,0.04,-0.01
307.039,-0.0711364,0.00619451,0,-1.22305,2.83149,0.04,-0.01
306.761,-0.0750159,0.00618436,0,-1.22143,2.84459,0.04,-0.01
306.494,-0.0789036,0.00617252,0,-1.21965,2.85774,0.04,-0.01
306.239,-0.0827981,0.00615933,0,-1.21771,2.87096,0.04,-0.01
305.996,-0.0866982,0.00614499,0,-1.2156,2.88424,0.04,-0.01
305.764,-0.0906028,0.00612959,0,-1.21331,2.89758,0.04,-0.01
305.544,-0.0945109,0.0061131,0,-1.21085,2.91098,0.04,-0.01
305.335,-0.0984215,0.00609546,0,-1.2082,2.92445,0.04,-0.01
305.137,-0.102333,0.00607654,0,-1.20535,2.93798,0.04,-0.01
304.949,-0.106246,0.00605616,0,-1.20231,2.95157,0.04,-0.01
304.772,-0.110157,0.00603416,0,-1.19906,2.96522,0.04,-0.01
304.604,-0.114065,0.00601032,0,-1.1956,2.97894,0.04,-0.01
304.446,-0.11797,0.00598445,0,-1.19191,2.99272,0.04,-0.01
304.297,-0.121869,0.00595631,0,-1.188,3.00657,0.04,-0.01
304.157,-0.125761,0.0059257,0,-1.18385,3.02048,0.04,-0.01
304.026,-0.129644,0.0058924,0,-1.17945,3.03446,0.04,-0.01
303.902,-0.133515,0.00585619,0,-1.1748,3.0485,0.04,-0.01
303.786,-0.137372,0.00581684,0,-1.16989,3.06261,0.04,-0.01
303.676,-0.141213,0.00577412,0,-1.16471,3.07678,0.04,-0.01
303.574,-0.145035,0.00572782,0,-1.15924,3.09102,0.04,-0.01
303.478,-0.148835,0.00567768,0,-1.15349,3.10532,0.04,-0.01
303.388,-0.15261,0.00562348,0,-1.14745,3.1197,0.04,-0.01
303.304,-0.156358,0.00556495,0,-1.14109,3.13414,0.04,-0.01
303.224,-0.160074,0.00550186,0,-1.13443,3.14864,0.04,-0.01
303.15,-0.163755,0.00543392,0,-1.12743,3.16322,0.04,-0.01
303.08,-0.167396,0.00536087,0,-1.12011,3.17786,0.04,-0.01
303.015,-0.170995,0.00528241,0,-1.11244,3.19257,0.04,-0.01
302.953,-0.174546,0.00519827,0,-1.10443,3.20735,0.04,-0.01
302.895,-0.178045,0.00510813,0,-1.09605,3.22219,0.04,-0.01
302.84,-0.181486,0.00501169,0,-1.08731,3.23711,0.04,-0.01
302.788,-0.184866,0.00490862,0,-1.07818,3.2521,0.04,-0.01
302.74,-0.188177,0.00479861,0,-1.06867,3.26715,0.04,-0.01
302.693,-0.191415,0.00468133,0,-1.05877,3.28228,0.04,-0.01
302.649,-0.194573,0.00455644,0,-1.04846,3.29748,0.04,-0.01
302.608,-0.197646,0.00442361,0,-1.03774,3.31274,0.04,-0.01
302.568,-0.200625,0.00428252,0,-1.0266,3.32808,0.04,-0.01
302.53,-0.203505,0.00413282,0,-1.01503,3.34349,0.04,-0.01
302.494,-0.206279,0.00397421,0,-1.00303,3.35898,0.04,-0.01
302.459,-0.208938,0.00380637,0,-0.990585,3.37453,0.04,-0.01
302.426,-0.211474,0.003629,0,-0.977694,3.39016,0.04,-0.01
302.394,-0.21388,0.0034418,0,-0.964349,3.40586,0.04,-0.01
302.363,-0.216148,0.00324453,0,-0.950546,3.42163,0.04,-0.01
302.333,-0.218267,0.00303693,0,-0.93628,3.43748,0.04,-0.01
302.304,-0.22023,0.00281878,0,-0.921548,3.4534,0.04,-0.01
302.276,-0.222028,0.00258991,0,-0.906346,3.46939,0.04,-0.01
302.248,-0.223651,0.00235016,0,-0.890674,3.48546,0.04,-0.01
302.222,-0.225089,0.00209941,0,-0.87453,3.50161,0.04,-0.01
302.196,-0.226332,0.00183761,0,-0.857915,3.51783,0.04,-0.01
302.171,-0.227372,0.00156473,0,-0.84083,3.53412,0.04,-0.01
302.146,-0.228197,0.0012808,0,-0.823279,3.55049,0.04,-0.01
302.121,-0.228798,0.000985905,0,-0.805265,3.56694,0.04,-0.01
302.097,-0.229166,0.0006802,0,-0.786795,3.58347,0.04,-0.01
302.074,-0.229289,0.000363892,0,-0.767876,3.60007,0.04,-0.01
302.051,-0.229159,3.72619e-05,0,-0.748516,3.61675,0.04,-0.01
302.028,-0.228766,-0.000299342,0,-0.728727,3.6335,0.04,-0.01
302.006,-0.2281,-0.000645498,0,-0.708521,3.65034,0.04,-0.01
311.253,-0.033212,0.00871555,0,-1.2302,2.67901,0.05,-0.01
310.842,-0.0373676,0.00893392,0,-1.23022,2.6914,0.05,-0.01
310.439,-0.0416337,0.00910611,0,-1.23012,2.70384,0.05,-0.01
310.047,-0.0459918,0.00923888,0,-1.22989,2.71634,0.05,-0.01
309.665,-0.0504258,0.00933848,0,-1.22953,2.72889,0.05,-0.01
309.294,-0.0549218,0.00941059,0,-1.22905,2.74151,0.05,-0.01
308.934,-0.0594683,0.00946024,0,-1.22843,2.75419,0.05,-0.01
308.585,-0.0640552,0.00949179,0,-1.22767,2.76692,0.05,-0.01
308.247,-0.0686747,0.00950898,0,-1.22678,2.77972,0.05,-0.01
307.921,-0.0733199,0.0095149,0,-1.22576,2.79257,0.05,-0.01
307.607,-0.0779856,0.0095121,0,-1.22459,2.80548,0.05,-0.01
307.305,-0.0826672,0.0095026,0,-1.22327,2.81846,0.05,-0.01
307.015,-0.0873612,0.00948799,0,-1.22181,2.83149,0.05,-0.01
306.737,-0.0920647,0.00946944,0,-1.2202,2.84459,0.05,-0.01
306.471,-0.0967754,0.0094478,0,-1.21842,2.85774,0.05,-0.01
306.216,-0.101491,0.00942365,0,-1.21649,2.87096,0.05,-0.01
305.974,-0.10621,0.00939733,0,-1.21439,2.88424,0.05,-0.01
305.743,-0.110931,0.00936903,0,-1.21211,2.89758,0.05,-0.01
305.524,-0.115652,0.00933876,0,-1.20966,2.91098,0.05,-0.01
305.316,-0.120372,0.00930645,0,-1.20702,2.92445,0.05,-0.01
305.118,-0.12509,0.00927194,0,-1.20419,2.93798,0.05,-0.01
304.932,-0.129802,0.00923501,0,-1.20116,2.95157,0.05,-0.01
304.755,-0.134509,0.00919542,0,-1.19793,2.96522,0.05,-0.01
304.589,-0.139208,0.00915288,0,-1.19448,2.97894,0.05,-0.01
304.432,-0.143897,0.00910708,0,-1.19081,2.99272,0.05,-0.01
304.284,-0.148574,0.00905773,0,-1.18691,3.00657,0.05,-0.01
304.145,-0.153236,0.0090045,0,-1.18277,3.02048,0.05,-0.01
304.014,-0.157882,0.00894706,0,-1.17839,3.03446,0.05,-0.01
303.891,-0.162508,0.00888509,0,-1.17376,3.0485,0.05,-0.01
303.775,-0.167112,0.00881826,0,-1.16886,3.06261,0.05,-0.01
303.667,-0.17169,0.00874623,0,-1.1637,3.07678,0.05,-0.01
303.566,-0.176239,0.00866864,0,-1.15826,3.09102,0.05,-0.01
303.47,-0.180757,0.00858516,0,-1.15253,3.10532,0.05,-0.01
303.381,-0.185238,0.00849541,0,-1.1465,3.1197,0.05,-0.01
303.297,-0.189679,0.00839903,0,-1.14017,3.13414,0.05,-0.01
303.219,-0.194075,0.00829562,0,-1.13353,3.14864,0.05,-0.01
303.145,-0.198423,0.00818479,0,-1.12656,3.16322,0.05,-0.01
303.076,-0.202717,0.00806612,0,-1.11926,3.17786,0.05,-0.01
303.011,-0.206953,0.0079392,0,-1.11162,3.19257,0.05,-0.01
302.95,-0.211124,0.00780358,0,-1.10363,3.20735,0.05,-0.01
302.892,-0.215226,0.00765881,0,-1.09529,3.22219,0.05,-0.01
302.838,-0.219252,0.00750444,0,-1.08657,3.23711,0.05,-0.01
302.786,-0.223196,0.00733999,0,-1.07748,3.2521,0.05,-0.01
302.738,-0.227052,0.00716498,0,-1.068,3.26715,0.05,-0.01
302.692,-0.230812,0.00697894,0,-1.05813,3.28228,0.05,-0.01
302.648,-0.234469,0.00678137,0,-1.04786,3.29748,0.05,-0.01
302.607,-0.238016,0.00657179,0,-1.03717,3.31274,0.05,-0.01
302.568,-0.241445,0.00634972,0,-1.02607,3.32808,0.05,-0.01
302.53,-0.244746,0.00611467,0,-1.01454,3.34349,0.05,-0.01
302.494,-0.247913,0.00586619,0,-1.00258,3.35898,0.05,-0.01
302.459,-0.250935,0.00560382,0,-0.990182,3.37453,0.05,-0.01
302.426,-0.253803,0.00532714,0,-0.977335,3.39016,0.05,-0.01
302.394,-0.256508,0.00503574,0,-0.964037,3.40586,0.05,-0.01
302.363,-0.259039,0.00472924,0,-0.950281,3.42163,0.05,-0.01
302.334,-0.261387,0.00440731,0,-0.936064,3.43748,0.05,-0.01
302.305,-0.263541,0.00406966,0,-0.921382,3.4534,0.05,-0.01
302.277,-0.26549,0.00371602,0,-0.906233,3.46939,0.05,-0.01
302.25,-0.267223,0.00334622,0,-0.890614,3.48546,0.05,-0.01
302.223,-0.268729,0.00296012,0,-0.874526,3.50161,0.05,-0.01
302.197,-0.269997,0.00255763,0,-0.857967,3.51783,0.05,-0.01
302.172,-0.271016,0.00213879,0,-0.84094,3.53412,0.05,-0.01
302.147,-0.271773,0.00170365,0,-0.823448,3.55049,0.05,-0.01
302.123,-0.272257,0.00125239,0,-0.805495,3.56694,0.05,-0.01
302.099,-0.272458,0.000785277,0,-0.787086,3.58347,0.05,-0.01
302.075,-0.272364,0.00030265,0,-0.76823,3.60007,0.05,-0.01
302.052,-0.271962,-0.000195034,0,-0.748934,3.61675,0.05,-0.01
302.029,-0.271244,-0.000707219,0,-0.729209,3.6335,0.05,-0.01
302.007,-0.270197,-0.00123324,0,-0.709068,3.65034,0.05,-0.01
311.222,-0.0398026,0.0123118,0,-1.22919,2.67901,0.06,-0.01
310.81,-0.0446562,0.0126185,0,-1.22918,2.6914,0.06,-0.01
310.408,-0.0496361,0.0128612,0,-1.22905,2.70384,0.06,-0.01
310.016,-0.0547215,0.0130489,0,-1.2288,2.71634,0.06,-0.01
309.634,-0.0598939,0.0131901,0,-1.22843,2.72889,0.06,-0.01
309.263,-0.0651374,0.0132924,0,-1.22793,2.74151,0.06,-0.01
308.903,-0.0704384,0.0133626,0,-1.2273,2.75419,0.06,-0.01
308.554,-0.0757853,0.0134068,0,-1.22654,2.76692,0.06,-0.01
308.217,-0.0811685,0.01343,0,-1.22564,2.77972,0.06,-0.01
307.891,-0.0865799,0.0134366,0,-1.22462,2.79257,0.06,-0.01
307.578,-0.0920128,0.0134302,0,-1.22345,2.80548,0.06,-0.01
307.276,-0.0974618,0.0134136,0,-1.22214,2.81846,0.06,-0.01
306.987,-0.102922,0.013389,0,-1.22068,2.83149,0.06,-0.01
306.709,-0.108391,0.0133582,0,-1.21907,2.84459,0.06,-0.01
306.444,-0.113864,0.0133223,0,-1.21731,2.85774,0.06,-0.01
306.191,-0.119339,0.0132824,0,-1.21539,2.87096,0.06,-0.01
305.949,-0.124813,0.0132389,0,-1.2133,2.88424,0.06,-0.01
305.72,-0.130285,0.0131921,0,-1.21103,2.89758,0.06,-0.01
305.501,-0.135752,0.0131421,0,-1.20859,2.91098,0.06,-0.01
305.294,-0.141213,0.0130888,0,-1.20597,2.92445,0.06,-0.01
305.098,-0.146665,0.0130322,0,-1.20315,2.93798,0.06,-0.01
304.912,-0.152106,0.0129719,0,-1.20014,2.95157,0.06,-0.01
304.737,-0.157534,0.0129076,0,-1.19692,2.96522,0.06,-0.01
304.572,-0.162946,0.0128389,0,-1.19349,2.97894,0.06,-0.01
304.416,-0.168342,0.0127655,0,-1.18983,2.99272,0.06,-0.01
304.269,-0.173716,0.0126869,0,-1.18595,3.00657,0.06,-0.01
304.131,-0.179068,0.0126027,0,-1.18183,3.02048,0.06,-0.01
304.001,-0.184393,0.0125125,0,-1.17747,3.03446,0.06,-0.01
303.879,-0.189689,0.0124158,0,-1.17286,3.0485,0.06,-0.01
303.765,-0.194952,0.0123121,0,-1.16799,3.06261,0.06,-0.01
303.657,-0.200178,0.0122011,0,-1.16284,3.07678,0.06,-0.01
303.557,-0.205363,0.0120821,0,-1.15742,3.09102,0.06,-0.01
303.462,-0.210504,0.0119548,0,-1.15171,3.10532,0.06,-0.01
303.374,-0.215596,0.0118186,0,-1.14571,3.1197,0.06,-0.01
303.291,-0.220634,0.011673,0,-1.13941,3.13414,0.06,-0.01
303.213,-0.225613,0.0115175,0,-1.13279,3.14864,0.06,-0.01
303.14,-0.230527,0.0113515,0,-1.12585,3.16322,0.06,-0.01
303.072,-0.235372,0.0111745,0,-1.11858,3.17786,0.06,-0.01
303.007,-0.240141,0.0109859,0,-1.11096,3.19257,0.06,-0.01
302.947,-0.244828,0.010785,0,-1.103,3.20735,0.06,-0.01
302.89,-0.249426,0.0105712,0,-1.09469,3.22219,0.06,-0.01
302.836,-0.253929,0.010344,0,-1.086,3.23711,0.06,-0.01
302.785,-0.258328,0.0101027,0,-1.07695,3.2521,0.06,-0.01
302.737,-0.262618,0.00984662,0,-1.0675,3.26715,0.06,-0.01
302.691,-0.266788,0.00957511,0,-1.05767,3.28228,0.06,-0.01
302.648,-0.270832,0.00928752,0,-1.04743,3.29748,0.06,-0.01
302.607,-0.27474,0.0089832,0,-1.03679,3.31274,0.06,-0.01
302.568,-0.278503,0.0086615,0,-1.02572,3.32808,0.06,-0.01
302.53,-0.282112,0.00832178,0,-1.01424,3.34349,0.06,-0.01
302.495,-0.285556,0.00796343,0,-1.00232,3.35898,0.06,-0.01
302.46,-0.288826,0.00758585,0,-0.989959,3.37453,0.06,-0.01
302.427,-0.291911,0.00718848,0,-0.977156,3.39016,0.06,-0.01
302.395,-0.2948,0.0067708,0,-0.963903,3.40586,0.06,-0.01
302.365,-0.297481,0.00633232,0,-0.950195,3.42163,0.06,-0.01
302.335,-0.299943,0.00587261,0,-0.936026,3.43748,0.06,-0.01
302.306,-0.302175,0.0053913,0,-0.921394,3.4534,0.06,-0.01
302.279,-0.304164,0.0048881,0,-0.906295,3.46939,0.06,-0.01
302.251,-0.305898,0.00436278,0,-0.890729,3.48546,0.06,-0.01
302.225,-0.307365,0.00381519,0,-0.874693,3.50161,0.06,-0.01
302.199,-0.308551,0.0032453,0,-0.858188,3.51783,0.06,-0.01
302.174,-0.309445,0.00265316,0,-0.841217,3.53412,0.06,-0.01
302.149,-0.310034,0.00203892,0,-0.82378,3.55049,0.06,-0.01
302.125,-0.310305,0.00140287,0,-0.805884,3.56694,0.06,-0.01
