"T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
305.506,1.80877,-0.024508,0,0.112999,2.15,0.66,-0.01
305.543,1.81539,-0.0243787,0,0.073991,2.16,0.66,-0.01
305.579,1.822,-0.0242926,0,0.034523,2.17,0.66,-0.01
305.613,1.82859,-0.0242534,0,-0.00540272,2.18,0.66,-0.01
305.646,1.83519,-0.0242648,0,-0.0457856,2.19,0.66,-0.01
305.678,1.8418,-0.0243309,0,-0.0866274,2.2,0.66,-0.01
305.708,1.84843,-0.0244562,0,-0.127932,2.21,0.66,-0.01
305.736,1.85511,-0.0246454,0,-0.169706,2.22,0.66,-0.01
305.763,1.86184,-0.024904,0,-0.211958,2.23,0.66,-0.01
305.788,1.86863,-0.0252379,0,-0.254699,2.24,0.66,-0.01
305.812,1.87552,-0.025654,0,-0.297943,2.25,0.66,-0.01
305.834,1.88251,-0.0261598,0,-0.341708,2.26,0.66,-0.01
305.855,1.88962,-0.0267641,0,-0.386015,2.27,0.66,-0.01
305.874,1.89688,-0.027477,0,-0.430886,2.28,0.66,-0.01
305.891,1.90432,-0.0283103,0,-0.476349,2.29,0.66,-0.01
305.907,1.91196,-0.0292777,0,-0.522435,2.3,0.66,-0.01
305.921,1.91982,-0.0303957,0,-0.569179,2.31,0.66,-0.01
305.933,1.92795,-0.0316839,0,-0.616622,2.32,0.66,-0.01
305.943,1.93638,-0.0331658,0,-0.664809,2.33,0.66,-0.01
305.951,1.94514,-0.0348704,0,-0.713787,2.34,0.66,-0.01
305.958,1.95429,-0.0368331,0,-0.763613,2.35,0.66,-0.01
305.962,1.96386,-0.0390981,0,-0.814344,2.36,0.66,-0.01
305.964,1.97392,-0.0417211,0,-0.866043,2.37,0.66,-0.01
305.964,1.98451,-0.0447729,0,-0.918774,2.38,0.66,-0.01
305.961,1.99571,-0.0483446,0,-0.972597,2.39,0.66,-0.01
305.956,2.00756,-0.0525543,0,-1.02756,2.4,0.66,-0.01
305.947,2.02013,-0.0575564,0,-1.08369,2.41,0.66,-0.01
305.934,2.03346,-0.0635532,0,-1.14096,2.42,0.66,-0.01
305.917,2.04757,-0.0708087,0,-1.19924,2.43,0.66,-0.01
305.895,2.0624,-0.0796621,0,-1.25826,2.44,0.66,-0.01
305.867,2.07781,-0.0905339,0,-1.31746,2.45,0.66,-0.01
305.832,2.09347,-0.103909,0,-1.37585,2.46,0.66,-0.01
305.789,2.10877,-0.120266,0,-1.43177,2.47,0.66,-0.01
305.735,2.12276,-0.139897,0,-1.48267,2.48,0.66,-0.01
305.67,2.13416,-0.162559,0,-1.52499,2.49,0.66,-0.01
305.591,2.14182,-0.187926,0,-1.55527,2.5,0.66,-0.01
298.547,3.02118,1.39908,0,1.56574,1.51,0.67,-0.01
298.867,3.01506,1.24714,0,1.26612,1.52,0.67,-0.01
299.155,2.97145,1.08686,0,1.04503,1.53,0.67,-0.01
299.413,2.89927,0.930237,0,0.891757,1.54,0.67,-0.01
299.646,2.80889,0.785427,0,0.793113,1.55,0.67,-0.01
299.855,2.70969,0.656832,0,0.736433,1.56,0.67,-0.01
300.045,2.60894,0.545822,0,0.71049,1.57,0.67,-0.01
300.219,2.51164,0.451762,0,0.706105,1.58,0.67,-0.01
300.38,2.42077,0.37296,0,0.716271,1.59,0.67,-0.01
300.53,2.33786,0.307332,0,0.735822,1.6,0.67,-0.01
300.671,2.26344,0.252793,0,0.761019,1.61,0.67,-0.01
300.804,2.19743,0.207443,0,0.789198,1.62,0.67,-0.01
300.93,2.13938,0.169647,0,0.818494,1.63,0.67,-0.01
301.051,2.08868,0.138043,0,0.847619,1.64,0.67,-0.01
301.166,2.04466,0.11151,0,0.875696,1.65,0.67,-0.01
301.277,2.00663,0.0891431,0,0.902139,1.66,0.67,-0.01
301.384,1.97394,0.0702097,0,0.926566,1.67,0.67,-0.01
301.487,1.946,0.0541195,0,0.948741,1.68,0.67,-0.01
301.587,1.92227,0.040396,0,0.968528,1.69,0.67,-0.01
301.684,1.90226,0.0286531,0,0.985862,1.7,0.67,-0.01
301.779,1.88554,0.0185771,0,1.00072,1.71,0.67,-0.01
301.871,1.87173,0.00991142,0,1.01314,1.72,0.67,-0.01
301.962,1.86049,0.00244564,0,1.02313,1.73,0.67,-0.01
302.05,1.85153,-0.00399403,0,1.03077,1.74,0.67,-0.01
302.136,1.84459,-0.00955181,0,1.03612,1.75,0.67,-0.01
302.221,1.83944,-0.0143482,0,1.03926,1.76,0.67,-0.01
302.303,1.83588,-0.0184845,0,1.04025,1.77,0.67,-0.01
302.385,1.83371,-0.0220464,0,1.03918,1.78,0.67,-0.01
302.465,1.83279,-0.0251066,0,1.03613,1.79,0.67,-0.01
302.544,1.83298,-0.0277271,0,1.03117,1.8,0.67,-0.01
302.621,1.83413,-0.0299613,0,1.02438,1.81,0.67,-0.01
302.697,1.83615,-0.0318551,0,1.01584,1.82,0.67,-0.01
302.772,1.83893,-0.0334484,0,1.00561,1.83,0.67,-0.01
302.846,1.84238,-0.0347759,0,0.993775,1.84,0.67,-0.01
302.919,1.84642,-0.035868,0,0.980395,1.85,0.67,-0.01
302.99,1.85098,-0.0367514,0,0.96554,1.86,0.67,-0.01
303.061,1.85599,-0.0374499,0,0.949273,1.87,0.67,-0.01
303.131,1.8614,-0.0379844,0,0.931655,1.88,0.67,-0.01
303.199,1.86715,-0.0383735,0,0.912746,1.89,0.67,-0.01
303.267,1.8732,-0.0386341,0,0.892603,1.9,0.67,-0.01
303.333,1.87949,-0.038781,0,0.871281,1.91,0.67,-0.01
303.399,1.88601,-0.0388279,0,0.848833,1.92,0.67,-0.01
303.464,1.8927,-0.038787,0,0.825308,1.93,0.67,-0.01
303.527,1.89955,-0.0386695,0,0.800755,1.94,0.67,-0.01
303.59,1.90651,-0.0384854,0,0.77522,1.95,0.67,-0.01
303.652,1.91358,-0.0382441,0,0.748746,1.96,0.67,-0.01
303.713,1.92072,-0.037954,0,0.721377,1.97,0.67,-0.01
303.772,1.92792,-0.0376232,0,0.693152,1.98,0.67,-0.01
303.831,1.93516,-0.0372586,0,0.664108,1.99,0.67,-0.01
303.889,1.94243,-0.0368673,0,0.634283,2,0.67,-0.01
303.945,1.94971,-0.0364553,0,0.603709,2.01,0.67,-0.01
304.001,1.95698,-0.0360285,0,0.57242,2.02,0.67,-0.01
304.055,1.96425,-0.0355926,0,0.540446,2.03,0.67,-0.01
304.109,1.97151,-0.0351526,0,0.507815,2.04,0.67,-0.01
304.161,1.97874,-0.0347135,0,0.474554,2.05,0.67,-0.01
304.213,1.98594,-0.03428,0,0.440688,2.06,0.67,-0.01
304.263,1.99311,-0.0338565,0,0.40624,2.07,0.67,-0.01
304.312,2.00024,-0.0334474,0,0.371231,2.08,0.67,-0.01
304.359,2.00734,-0.033057,0,0.335681,2.09,0.67,-0.01
304.406,2.0144,-0.0326892,0,0.299607,2.1,0.67,-0.01
304.452,2.02142,-0.0323482,0,0.263025,2.11,0.67,-0.01
304.496,2.02842,-0.0320379,0,0.225951,2.12,0.67,-0.01
304.539,2.03538,-0.0317623,0,0.188394,2.13,0.67,-0.01
304.581,2.04231,-0.0315255,0,0.150367,2.14,0.67,-0.01
304.621,2.04922,-0.0313315,0,0.111878,2.15,0.67,-0.01
304.66,2.05612,-0.0311846,0,0.0729338,2.16,0.67,-0.01
304.698,2.06301,-0.0310892,0,0.0335387,2.17,0.67,-0.01
304.735,2.06989,-0.0310497,0,-0.00630414,2.18,0.67,-0.01
304.77,2.07679,-0.031071,0,-0.0465938,2.19,0.67,-0.01
304.804,2.0837,-0.0311584,0,-0.0873315,2.2,0.67,-0.01
304.837,2.09065,-0.0313173,0,-0.12852,2.21,0.67,-0.01
304.868,2.09763,-0.0315538,0,-0.170166,2.22,0.67,-0.01
304.898,2.10467,-0.0318745,0,-0.212276,2.23,0.67,-0.01
304.927,2.11178,-0.0322868,0,-0.254861,2.24,0.67,-0.01
304.954,2.11898,-0.0327988,0,-0.297932,2.25,0.67,-0.01
304.979,2.12628,-0.0334199,0,-0.341506,2.26,0.67,-0.01
305.003,2.1337,-0.0341604,0,-0.3856,2.27,0.67,-0.01
305.026,2.14126,-0.0350323,0,-0.430233,2.28,0.67,-0.01
305.047,2.149,-0.0360495,0,-0.475431,2.29,0.67,-0.01
305.066,2.15692,-0.0372281,0,-0.521219,2.3,0.67,-0.01
305.084,2.16506,-0.038587,0,-0.567625,2.31,0.67,-0.01
305.1,2.17345,-0.0401484,0,-0.614683,2.32,0.67,-0.01
305.115,2.18212,-0.0419391,0,-0.662427,2.33,0.67,-0.01
305.127,2.1911,-0.0439911,0,-0.710894,2.34,0.67,-0.01
305.138,2.20042,-0.046343,0,-0.760121,2.35,0.67,-0.01
305.146,2.21013,-0.0490422,0,-0.810145,2.36,0.67,-0.01
305.153,2.22027,-0.0521472,0,-0.861003,2.37,0.67,-0.01
305.157,2.23088,-0.0557301,0,-0.91272,2.38,0.67,-0.01
305.159,2.24199,-0.0598809,0,-0.965309,2.39,0.67,-0.01
305.158,2.25364,-0.0647122,0,-1.01876,2.4,0.67,-0.01
305.154,2.26585,-0.0703648,0,-1.07301,2.41,0.67,-0.01
305.146,2.27862,-0.0770135,0,-1.12793,2.42,0.67,-0.01
305.135,2.29191,-0.0848728,0,-1.18329,2.43,0.67,-0.01
305.119,2.30563,-0.0941982,0,-1.23866,2.44,0.67,-0.01
305.098,2.31957,-0.105278,0,-1.29338,2.45,0.67,-0.01
305.071,2.33341,-0.118407,0,-1.3464,2.46,0.67,-0.01
305.037,2.34663,-0.133815,0,-1.39619,2.47,0.67,-0.01
304.995,2.35851,-0.151554,0,-1.44064,2.48,0.67,-0.01
304.944,2.36819,-0.171301,0,-1.47714,2.49,0.67,-0.01
304.882,2.37507,-0.192978,0,-1.50376,2.5,0.67,-0.01
297.904,3.0981,1.37122,0,1.90103,1.51,0.68,-0.01
298.205,3.11979,1.25372,0,1.61148,1.52,0.68,-0.01
298.48,3.11108,1.12452,0,1.38002,1.53,0.68,-0.01
298.732,3.07576,0.992218,0,1.20371,1.54,0.68,-0.01
298.959,3.01991,0.86376,0,1.07553,1.55,0.68,-0.01
299.166,2.95025,0.74401,0,0.98705,1.56,0.68,-0.01
299.354,2.87293,0.635735,0,0.929951,1.57,0.68,-0.01
299.526,2.79293,0.539981,0,0.896752,1.58,0.68,-0.01
299.685,2.71392,0.456603,0,0.881195,1.59,0.68,-0.01
299.832,2.63838,0.384743,0,0.878275,1.6,0.68,-0.01
299.969,2.5678,0.323197,0,0.884099,1.61,0.68,-0.01
300.098,2.50297,0.270657,0,0.895704,1.62,0.68,-0.01
300.22,2.44417,0.225857,0,0.910873,1.63,0.68,-0.01
300.336,2.39137,0.187642,0,0.927966,1.64,0.68,-0.01
300.447,2.34433,0.154999,0,0.945785,1.65,0.68,-0.01
300.553,2.3027,0.12706,0,0.96346,1.66,0.68,-0.01
300.655,2.26607,0.103089,0,0.98037,1.67,0.68,-0.01
300.753,2.23402,0.0824733,0,0.996076,1.68,0.68,-0.01
300.848,2.20614,0.0646986,0,1.01027,1.69,0.68,-0.01
300.94,2.18203,0.0493381,0,1.02276,1.7,0.68,-0.01
301.029,2.16133,0.0360364,0,1.03339,1.71,0.68,-0.01
301.116,2.14368,0.0244967,0,1.04211,1.72,0.68,-0.01
301.201,2.12878,0.0144712,0,1.04886,1.73,0.68,-0.01
301.284,2.11634,0.00575193,0,1.05364,1.74,0.68,-0.01
301.365,2.10612,-0.00183615,0,1.05646,1.75,0.68,-0.01
301.445,2.09788,-0.00844078,0,1.05735,1.76,0.68,-0.01
301.523,2.09143,-0.0141874,0,1.05634,1.77,0.68,-0.01
301.599,2.08656,-0.019183,0,1.05349,1.78,0.68,-0.01
301.675,2.08312,-0.0235194,0,1.04883,1.79,0.68,-0.01
301.749,2.08095,-0.0272755,0,1.04244,1.8,0.68,-0.01
301.821,2.07993,-0.0305194,0,1.03436,1.81,0.68,-0.01
301.893,2.07993,-0.0333102,0,1.02466,1.82,0.68,-0.01
301.964,2.08083,-0.0356994,0,1.01338,1.83,0.68,-0.01
302.034,2.08255,-0.0377321,0,1.0006,1.84,0.68,-0.01
302.102,2.085,-0.0394479,0,0.986361,1.85,0.68,-0.01
302.17,2.08808,-0.0408816,0,0.97073,1.86,0.68,-0.01
302.237,2.09174,-0.0420643,0,0.95376,1.87,0.68,-0.01
302.303,2.09591,-0.0430235,0,0.935506,1.88,0.68,-0.01
302.368,2.10051,-0.0437837,0,0.91602,1.89,0.68,-0.01
302.433,2.10552,-0.044367,0,0.895354,1.9,0.68,-0.01
302.496,2.11086,-0.0447931,0,0.873559,1.91,0.68,-0.01
302.559,2.1165,-0.0450798,0,0.850682,1.92,0.68,-0.01
302.621,2.12241,-0.0452435,0,0.826769,1.93,0.68,-0.01
302.682,2.12854,-0.0452987,0,0.801867,1.94,0.68,-0.01
302.742,2.13486,-0.0452589,0,0.776017,1.95,0.68,-0.01
302.802,2.14135,-0.0451363,0,0.749262,1.96,0.68,-0.01
302.861,2.14797,-0.0449421,0,0.72164,1.97,0.68,-0.01
302.918,2.1547,-0.0446868,0,0.69319,1.98,0.68,-0.01
302.976,2.16153,-0.0443799,0,0.663947,1.99,0.68,-0.01
303.032,2.16844,-0.0440302,0,0.633946,2,0.68,-0.01
303.087,2.1754,-0.0436461,0,0.60322,2.01,0.68,-0.01
303.142,2.1824,-0.0432352,0,0.571799,2.02,0.68,-0.01
303.195,2.18944,-0.0428048,0,0.539713,2.03,0.68,-0.01
303.248,2.19649,-0.0423617,0,0.506988,2.04,0.68,-0.01
303.3,2.20356,-0.0419123,0,0.473651,2.05,0.68,-0.01
303.351,2.21062,-0.0414627,0,0.439726,2.06,0.68,-0.01
303.401,2.21769,-0.0410188,0,0.405235,2.07,0.68,-0.01
303.45,2.22475,-0.0405863,0,0.370198,2.08,0.68,-0.01
303.498,2.23179,-0.0401704,0,0.334634,2.09,0.68,-0.01
303.545,2.23882,-0.0397766,0,0.298561,2.1,0.68,-0.01
303.591,2.24584,-0.03941,0,0.261995,2.11,0.68,-0.01
303.636,2.25284,-0.0390756,0,0.224948,2.12,0.68,-0.01
303.68,2.25983,-0.0387787,0,0.187434,2.13,0.68,-0.01
303.723,2.26681,-0.0385241,0,0.149461,2.14,0.68,-0.01
303.765,2.27378,-0.0383171,0,0.11104,2.15,0.68,-0.01
303.805,2.28074,-0.038163,0,0.0721773,2.16,0.68,-0.01
303.845,2.28771,-0.0380671,0,0.0328772,2.17,0.68,-0.01
303.883,2.29469,-0.0380351,0,-0.00685664,2.18,0.68,-0.01
303.921,2.30168,-0.0380728,0,-0.0470227,2.19,0.68,-0.01
303.957,2.30869,-0.0381865,0,-0.0876216,2.2,0.68,-0.01
303.991,2.31574,-0.0383828,0,-0.128655,2.21,0.68,-0.01
304.025,2.32284,-0.038669,0,-0.170129,2.22,0.68,-0.01
304.057,2.32999,-0.0390529,0,-0.212048,2.23,0.68,-0.01
304.088,2.33721,-0.0395432,0,-0.254421,2.24,0.68,-0.01
304.118,2.34452,-0.0401492,0,-0.297258,2.25,0.68,-0.01
304.146,2.35192,-0.0408817,0,-0.340572,2.26,0.68,-0.01
304.173,2.35945,-0.0417527,0,-0.384377,2.27,0.68,-0.01
304.199,2.36711,-0.0427757,0,-0.42869,2.28,0.68,-0.01
304.223,2.37492,-0.0439662,0,-0.473529,2.29,0.68,-0.01
304.246,2.38291,-0.0453422,0,-0.518915,2.3,0.68,-0.01
304.267,2.39111,-0.0469243,0,-0.564869,2.31,0.68,-0.01
304.286,2.39952,-0.0487368,0,-0.611415,2.32,0.68,-0.01
304.304,2.40819,-0.0508082,0,-0.658574,2.33,0.68,-0.01
304.32,2.41713,-0.0531721,0,-0.706371,2.34,0.68,-0.01
304.335,2.42638,-0.0558688,0,-0.754825,2.35,0.68,-0.01
304.347,2.43596,-0.0589462,0,-0.80395,2.36,0.68,-0.01
304.357,2.4459,-0.0624622,0,-0.853752,2.37,0.68,-0.01
304.365,2.45623,-0.0664865,0,-0.904224,2.38,0.68,-0.01
304.371,2.46696,-0.0711033,0,-0.955333,2.39,0.68,-0.01
304.374,2.4781,-0.076414,0,-1.00701,2.4,0.68,-0.01
304.375,2.48965,-0.0825401,0,-1.05914,2.41,0.68,-0.01
304.372,2.50158,-0.0896249,0,-1.11151,2.42,0.68,-0.01
304.366,2.51382,-0.0978336,0,-1.16381,2.43,0.68,-0.01
304.356,2.52624,-0.107348,0,-1.21555,2.44,0.68,-0.01
304.341,2.53865,-0.118355,0,-1.26605,2.45,0.68,-0.01
304.321,2.55074,-0.131014,0,-1.3143,2.46,0.68,-0.01
304.296,2.5621,-0.145414,0,-1.35898,2.47,0.68,-0.01
304.264,2.5722,-0.16149,0,-1.39845,2.48,0.68,-0.01
304.225,2.58049,-0.178929,0,-1.43082,2.49,0.68,-0.01
304.178,2.58663,-0.197808,0,-1.45512,2.5,0.68,-0.01
297.314,3.14574,1.32574,0,2.1961,1.51,0.69,-0.01
297.592,3.18558,1.23435,0,1.92129,1.52,0.69,-0.01
297.852,3.20181,1.13095,0,1.68937,1.53,0.69,-0.01
298.092,3.19538,1.02135,0,1.50105,1.54,0.69,-0.01
298.313,3.16933,0.910843,0,1.35331,1.55,0.69,-0.01
298.515,3.12785,0.803737,0,1.24111,1.56,0.69,-0.01
298.7,3.07541,0.703088,0,1.15874,1.57,0.69,-0.01
298.869,3.01619,0.610734,0,1.10059,1.58,0.69,-0.01
299.026,2.95369,0.527499,0,1.06154,1.59,0.69,-0.01
299.17,2.89066,0.453467,0,1.03714,1.6,0.69,-0.01
299.305,2.8291,0.388231,0,1.02374,1.61,0.69,-0.01
299.431,2.77035,0.331106,0,1.01836,1.62,0.69,-0.01
299.549,2.71528,0.281282,0,1.01865,1.63,0.69,-0.01
299.662,2.66435,0.237921,0,1.02277,1.64,0.69,-0.01
299.768,2.61776,0.200218,0,1.02931,1.65,0.69,-0.01
299.87,2.5755,0.167435,0,1.03717,1.66,0.69,-0.01
299.967,2.53747,0.138911,0,1.04555,1.67,0.69,-0.01
300.061,2.50346,0.114068,0,1.05382,1.68,0.69,-0.01
300.151,2.47324,0.0924045,0,1.06152,1.69,0.69,-0.01
300.238,2.44653,0.0734881,0,1.06831,1.7,0.69,-0.01
300.322,2.42308,0.0569497,0,1.07396,1.71,0.69,-0.01
300.405,2.40262,0.0424735,0,1.07827,1.72,0.69,-0.01
300.484,2.38489,0.0297902,0,1.08113,1.73,0.69,-0.01
300.562,2.36965,0.0186692,0,1.08246,1.74,0.69,-0.01
300.639,2.35668,0.00891351,0,1.08222,1.75,0.69,-0.01
300.713,2.34578,0.0003543,0,1.08038,1.76,0.69,-0.01
300.786,2.33675,-0.00715348,0,1.07693,1.77,0.69,-0.01
300.858,2.32942,-0.0137348,0,1.07189,1.78,0.69,-0.01
300.929,2.32363,-0.0194979,0,1.06527,1.79,0.69,-0.01
300.998,2.31922,-0.0245366,0,1.05711,1.8,0.69,-0.01
301.066,2.31607,-0.0289329,0,1.04744,1.81,0.69,-0.01
301.134,2.31406,-0.0327581,0,1.0363,1.82,0.69,-0.01
301.2,2.31307,-0.036075,0,1.02372,1.83,0.69,-0.01
301.265,2.313,-0.0389387,0,1.00976,1.84,0.69,-0.01
301.33,2.31375,-0.0413979,0,0.994456,1.85,0.69,-0.01
301.394,2.31526,-0.0434955,0,0.977857,1.86,0.69,-0.01
301.457,2.31743,-0.0452702,0,0.960007,1.87,0.69,-0.01
301.519,2.3202,-0.0467559,0,0.940954,1.88,0.69,-0.01
301.581,2.32351,-0.0479834,0,0.920743,1.89,0.69,-0.01
301.642,2.3273,-0.0489801,0,0.899419,1.9,0.69,-0.01
301.702,2.33151,-0.0497709,0,0.877026,1.91,0.69,-0.01
301.762,2.33609,-0.0503782,0,0.853607,1.92,0.69,-0.01
301.821,2.34102,-0.0508222,0,0.829204,1.93,0.69,-0.01
301.879,2.34623,-0.0511215,0,0.803858,1.94,0.69,-0.01
301.937,2.3517,-0.0512929,0,0.777608,1.95,0.69,-0.01
301.994,2.3574,-0.051352,0,0.750492,1.96,0.69,-0.01
302.05,2.36329,-0.0513128,0,0.722547,1.97,0.69,-0.01
302.106,2.36936,-0.0511885,0,0.693808,1.98,0.69,-0.01
302.161,2.37556,-0.050991,0,0.664309,1.99,0.69,-0.01
302.215,2.38189,-0.0507317,0,0.634082,2,0.69,-0.01
302.269,2.38833,-0.0504209,0,0.603157,2.01,0.69,-0.01
302.322,2.39485,-0.0500683,0,0.571564,2.02,0.69,-0.01
302.374,2.40144,-0.049683,0,0.53933,2.03,0.69,-0.01
302.426,2.40809,-0.0492737,0,0.506482,2.04,0.69,-0.01
302.477,2.41479,-0.0488483,0,0.473044,2.05,0.69,-0.01
302.527,2.42152,-0.0484146,0,0.439038,2.06,0.69,-0.01
302.576,2.42828,-0.04798,0,0.404487,2.07,0.69,-0.01
302.625,2.43506,-0.0475513,0,0.369409,2.08,0.69,-0.01
302.673,2.44186,-0.0471353,0,0.333824,2.09,0.69,-0.01
302.719,2.44866,-0.0467387,0,0.297748,2.1,0.69,-0.01
302.766,2.45548,-0.0463677,0,0.261195,2.11,0.69,-0.01
302.811,2.4623,-0.0460288,0,0.22418,2.12,0.69,-0.01
302.855,2.46912,-0.045728,0,0.186715,2.13,0.69,-0.01
302.899,2.47596,-0.0454716,0,0.148808,2.14,0.69,-0.01
302.941,2.4828,-0.0452658,0,0.11047,2.15,0.69,-0.01
302.983,2.48964,-0.0451169,0,0.0717077,2.16,0.69,-0.01
303.023,2.49651,-0.0450315,0,0.0325256,2.17,0.69,-0.01
303.063,2.50339,-0.0450161,0,-0.00707206,2.18,0.69,-0.01
303.101,2.51029,-0.0450777,0,-0.0470832,2.19,0.69,-0.01
303.139,2.51723,-0.0452237,0,-0.0875074,2.2,0.69,-0.01
303.175,2.52421,-0.0454618,0,-0.128346,2.21,0.69,-0.01
303.21,2.53123,-0.0458002,0,-0.169601,2.22,0.69,-0.01
303.245,2.53832,-0.0462481,0,-0.211278,2.23,0.69,-0.01
303.277,2.54547,-0.046815,0,-0.253384,2.24,0.69,-0.01
303.309,2.5527,-0.0475117,0,-0.295924,2.25,0.69,-0.01
303.34,2.56003,-0.0483501,0,-0.33891,2.26,0.69,-0.01
303.369,2.56748,-0.0493434,0,-0.382351,2.27,0.69,-0.01
303.397,2.57504,-0.0505064,0,-0.42626,2.28,0.69,-0.01
303.424,2.58275,-0.0518559,0,-0.47065,2.29,0.69,-0.01
303.449,2.59061,-0.0534111,0,-0.515534,2.3,0.69,-0.01
303.473,2.59866,-0.0551938,0,-0.560926,2.31,0.69,-0.01
303.495,2.6069,-0.0572293,0,-0.606839,2.32,0.69,-0.01
303.516,2.61536,-0.0595469,0,-0.653283,2.33,0.69,-0.01
303.535,2.62406,-0.0621806,0,-0.700268,2.34,0.69,-0.01
303.552,2.63301,-0.0651704,0,-0.747793,2.35,0.69,-0.01
303.568,2.64224,-0.0685629,0,-0.795854,2.36,0.69,-0.01
303.582,2.65176,-0.0724132,0,-0.844428,2.37,0.69,-0.01
303.593,2.66158,-0.0767856,0,-0.893476,2.38,0.69,-0.01
303.603,2.6717,-0.0817555,0,-0.942928,2.39,0.69,-0.01
303.61,2.68212,-0.0874106,0,-0.992672,2.4,0.69,-0.01
303.614,2.69281,-0.0938513,0,-1.04254,2.41,0.69,-0.01
303.616,2.70373,-0.10119,0,-1.09229,2.42,0.69,-0.01
303.615,2.71477,-0.109548,0,-1.14155,2.43,0.69,-0.01
303.61,2.72583,-0.119048,0,-1.18984,2.44,0.69,-0.01
303.601,2.73671,-0.129803,0,-1.23648,2.45,0.69,-0.01
303.588,2.74715,-0.141887,0,-1.28059,2.46,0.69,-0.01
303.57,2.75683,-0.155306,0,-1.32108,2.47,0.69,-0.01
303.547,2.76538,-0.169949,0,-1.35667,2.48,0.69,-0.01
303.518,2.77241,-0.185542,0,-1.38603,2.49,0.69,-0.01
303.482,2.77778,-0.202254,0,-1.40877,2.5,0.69,-0.01
296.778,3.1726,1.26973,0,2.45605,1.51,0.7,-0.01
297.032,3.22354,1.19775,0,2.19768,1.52,0.7,-0.01
297.273,3.2566,1.11479,0,1.97114,1.53,0.7,-0.01
297.499,3.27136,1.02467,0,1.77865,1.54,0.7,-0.01
297.71,3.26895,0.931219,0,1.61947,1.55,0.7,-0.01
297.905,3.25167,0.837847,0,1.49092,1.56,0.7,-0.01
298.085,3.22241,0.74732,0,1.38939,1.57,0.7,-0.01
298.25,3.18423,0.661644,0,1.31094,1.58,0.7,-0.01
298.404,3.14001,0.582095,0,1.25164,1.59,0.7,-0.01
298.546,3.09229,0.509326,0,1.20787,1.6,0.7,-0.01
298.678,3.04312,0.443511,0,1.17642,1.61,0.7,-0.01
298.801,2.99409,0.384489,0,1.15454,1.62,0.7,-0.01
298.916,2.94638,0.331882,0,1.13993,1.63,0.7,-0.01
299.025,2.90081,0.285193,0,1.13074,1.64,0.7,-0.01
299.128,2.85791,0.243874,0,1.12543,1.65,0.7,-0.01
299.226,2.81799,0.207372,0,1.1228,1.66,0.7,-0.01
299.32,2.78121,0.175155,0,1.12189,1.67,0.7,-0.01
299.409,2.74759,0.14673,0,1.12195,1.68,0.7,-0.01
299.495,2.71708,0.121651,0,1.12239,1.69,0.7,-0.01
299.578,2.68958,0.0995158,0,1.12275,1.7,0.7,-0.01
299.658,2.66495,0.079972,0,1.12269,1.71,0.7,-0.01
299.736,2.64302,0.062708,0,1.12194,1.72,0.7,-0.01
299.811,2.62362,0.0474516,0,1.12029,1.73,0.7,-0.01
299.884,2.60658,0.033965,0,1.1176,1.74,0.7,-0.01
299.956,2.59172,0.0220411,0,1.11376,1.75,0.7,-0.01
300.026,2.57888,0.0114991,0,1.1087,1.76,0.7,-0.01
300.094,2.56789,0.00218143,0,1.10236,1.77,0.7,-0.01
300.162,2.5586,-0.00604939,0,1.09471,1.78,0.7,-0.01
300.228,2.55087,-0.0133136,0,1.08575,1.79,0.7,-0.01
300.293,2.54458,-0.0197167,0,1.07547,1.8,0.7,-0.01
300.356,2.53958,-0.0253516,0,1.06389,1.81,0.7,-0.01
300.419,2.53578,-0.0303,0,1.05101,1.82,0.7,-0.01
300.481,2.53307,-0.0346343,0,1.03686,1.83,0.7,-0.01
300.543,2.53134,-0.0384184,0,1.02147,1.84,0.7,-0.01
300.603,2.5305,-0.0417092,0,1.00487,1.85,0.7,-0.01
300.663,2.53048,-0.0445574,0,0.987093,1.86,0.7,-0.01
300.722,2.5312,-0.0470082,0,0.968172,1.87,0.7,-0.01
300.781,2.53259,-0.0491022,0,0.948144,1.88,0.7,-0.01
300.839,2.53457,-0.0508759,0,0.927046,1.89,0.7,-0.01
300.896,2.5371,-0.0523621,0,0.904914,1.9,0.7,-0.01
300.953,2.54012,-0.0535905,0,0.881788,1.91,0.7,-0.01
301.009,2.54358,-0.054588,0,0.857702,1.92,0.7,-0.01
301.065,2.54743,-0.0553791,0,0.832695,1.93,0.7,-0.01
301.12,2.55164,-0.0559861,0,0.806801,1.94,0.7,-0.01
301.175,2.55615,-0.0564294,0,0.780056,1.95,0.7,-0.01
301.23,2.56095,-0.0567277,0,0.752494,1.96,0.7,-0.01
301.283,2.56599,-0.0568981,0,0.724147,1.97,0.7,-0.01
301.337,2.57125,-0.0569566,0,0.695049,1.98,0.7,-0.01
301.389,2.5767,-0.0569177,0,0.665229,1.99,0.7,-0.01
301.442,2.58232,-0.0567952,0,0.634719,2,0.7,-0.01
301.493,2.58809,-0.0566015,0,0.603545,2.01,0.7,-0.01
301.544,2.59398,-0.0563486,0,0.571735,2.02,0.7,-0.01
301.595,2.59998,-0.0560474,0,0.539315,2.03,0.7,-0.01
301.645,2.60608,-0.0557085,0,0.506309,2.04,0.7,-0.01
